Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen
27.07.2023;15:00;16:00;56.707,25;30.886,25;728,25
27.07.2023;16:00;17:00;55.559,75;31.766;605,75
27.07.2023;17:00;18:00;55.891,25;34.425,25;667,75
27.07.2023;18:00;19:00;55.263,75;36.947,5;13,5
27.07.2023;19:00;20:00;53.730,25;37.710;8
27.07.2023;20:00;21:00;51.230,75;36.275;8
27.07.2023;21:00;22:00;49.434,25;34.879,25;33
27.07.2023;22:00;23:00;47.004,75;32.140,5;207,75
27.07.2023;23:00;00:00;43.656,75;28.584;399
28.07.2023;00:00;01:00;41.308;26.627,75;457,75
28.07.2023;01:00;02:00;40.012,25;25.970,75;891,25
28.07.2023;02:00;03:00;39.249,25;25.772;1.376
28.07.2023;03:00;04:00;39.501,75;26.287;2.097,75
28.07.2023;04:00;05:00;40.247;27.236,25;1.538
28.07.2023;05:00;06:00;42.890,25;30.118,25;510,75
28.07.2023;06:00;07:00;48.532;34.726,25;167
28.07.2023;07:00;08:00;53.422,5;37.858,5;23
28.07.2023;08:00;09:00;57.089,5;38.672,75;12,5
28.07.2023;09:00;10:00;58.444,75;36.143,5;32
28.07.2023;10:00;11:00;59.509,25;33.322,25;57,25
28.07.2023;11:00;12:00;60.213,25;31.299,75;577
28.07.2023;12:00;13:00;59.003,25;28.494,25;308,5
28.07.2023;13:00;14:00;56.971,75;26.166,5;1.904,5
28.07.2023;14:00;15:00;55.980;25.069,25;3.870,75
28.07.2023;15:00;16:00;54.507;25.426;2.833,25
28.07.2023;16:00;17:00;53.247,25;28.044,5;1.673,75
28.07.2023;17:00;18:00;53.617,5;34.218,75;297,25
28.07.2023;18:00;19:00;53.342,25;39.740,75;17,75
28.07.2023;19:00;20:00;52.020,5;43.226,25;11,25
28.07.2023;20:00;21:00;49.785,5;44.246,25;8
28.07.2023;21:00;22:00;47.970,75;43.262;8
28.07.2023;22:00;23:00;45.905,25;41.406;9,5
28.07.2023;23:00;00:00;42.475,5;37.599,5;161
29.07.2023;00:00;01:00;39.791,25;34.673,5;227
29.07.2023;01:00;02:00;37.316,5;31.713,75;292,25
29.07.2023;02:00;03:00;36.126,5;29.822;422
29.07.2023;03:00;04:00;35.630;28.518,25;438
29.07.2023;04:00;05:00;35.752,5;28.369;216,5
29.07.2023;05:00;06:00;36.487,5;28.474,5;224,25
29.07.2023;06:00;07:00;37.988;28.665,5;224
29.07.2023;07:00;08:00;40.770;28.944;267,5
29.07.2023;08:00;09:00;44.155;29.051;216,25
29.07.2023;09:00;10:00;46.790,25;26.988,25;960
29.07.2023;10:00;11:00;48.170,75;23.089,5;600,5
29.07.2023;11:00;12:00;49.579,5;17.979,25;1.546,75
29.07.2023;12:00;13:00;49.206,5;12.231;3.608,75
29.07.2023;13:00;14:00;47.194,75;9.220,5;4.248,75
29.07.2023;14:00;15:00;45.796,5;6.083,25;4.503,5
29.07.2023;15:00;16:00;45.895,5;8.205;3.776,5
29.07.2023;16:00;17:00;45.852,75;12.091,5;3.831
29.07.2023;17:00;18:00;45.972,75;15.727,25;2.111,5
29.07.2023;18:00;19:00;46.135,75;22.971;624
29.07.2023;19:00;20:00;45.625,25;30.855,25;305,25
29.07.2023;20:00;21:00;43.643,5;33.690,25;9,5
29.07.2023;21:00;22:00;42.514,75;33.373,5;8
29.07.2023;22:00;23:00;41.310,5;32.246,25;33,5
29.07.2023;23:00;00:00;38.810;29.737;10
30.07.2023;00:00;01:00;36.237;26.648,75;102,5
30.07.2023;01:00;02:00;34.865,25;24.434,25;1.155,25
30.07.2023;02:00;03:00;33.809,5;22.692;1.027,5
30.07.2023;03:00;04:00;33.253,5;21.676,25;632,75
30.07.2023;04:00;05:00;33.221,5;21.278,75;913,5
30.07.2023;05:00;06:00;33.606,75;20.920;1.009,5
30.07.2023;06:00;07:00;34.170,25;20.683,25;1.008,25
30.07.2023;07:00;08:00;36.014,5;20.258,25;1.222,25
30.07.2023;08:00;09:00;38.870,75;17.310,75;1.737,5
30.07.2023;09:00;10:00;41.764;13.259,25;2.307,25
30.07.2023;10:00;11:00;43.544,25;9.066;2.360,5
30.07.2023;11:00;12:00;45.572,75;5.378,25;3.097
30.07.2023;12:00;13:00;45.116;3.614;3.410,25
30.07.2023;13:00;14:00;43.873,25;4.602;4.289,75
30.07.2023;14:00;15:00;42.335,5;1.484;4.331
30.07.2023;15:00;16:00;41.441;465,25;4.129,75
30.07.2023;16:00;17:00;40.930,5;-1.646,5;3.873
30.07.2023;17:00;18:00;42.065,25;2.231,75;2.959,25
30.07.2023;18:00;19:00;43.912,5;8.698;2.165,75
30.07.2023;19:00;20:00;44.655,25;16.650,75;1.688
30.07.2023;20:00;21:00;43.516,75;20.992,25;462
30.07.2023;21:00;22:00;42.377,25;20.619,75;148,5
30.07.2023;22:00;23:00;41.912,25;19.741;370,75
30.07.2023;23:00;00:00;40.135,75;18.472,5;620,25
31.07.2023;00:00;01:00;38.869,75;17.207;1.339,75
31.07.2023;01:00;02:00;37.654,5;15.171,25;2.460
31.07.2023;02:00;03:00;37.237,75;14.686,25;3.161,25
31.07.2023;03:00;04:00;37.213;14.235,75;3.734
31.07.2023;04:00;05:00;38.292;15.246;3.875
31.07.2023;05:00;06:00;41.784,5;19.093,25;1.743,75
31.07.2023;06:00;07:00;47.412,25;23.618;617,75
31.07.2023;07:00;08:00;52.561,25;27.049,75;264,75
31.07.2023;08:00;09:00;55.980,75;27.960,25;11
31.07.2023;09:00;10:00;57.418,25;25.515,5;159
31.07.2023;10:00;11:00;58.493,25;21.613,5;432,5
31.07.2023;11:00;12:00;59.731,5;18.035;1.552
31.07.2023;12:00;13:00;59.937,75;15.739,25;2.683,75
31.07.2023;13:00;14:00;59.533;14.528,5;2.611,75
31.07.2023;14:00;15:00;58.165,75;13.828,5;2.999,75
31.07.2023;15:00;16:00;57.048,5;14.799,5;2.671,5
31.07.2023;16:00;17:00;56.084,75;17.458,25;700
31.07.2023;17:00;18:00;55.902,25;23.417,5;238,5
31.07.2023;18:00;19:00;55.290,75;28.150;10,75
31.07.2023;19:00;20:00;53.835,75;30.099,75;5,25
31.07.2023;20:00;21:00;51.569,5;29.756,5;6,25
31.07.2023;21:00;22:00;50.298,5;28.589,75;33,25
31.07.2023;22:00;23:00;47.491,75;25.652,75;90,75
31.07.2023;23:00;00:00;44.317,5;21.752;643
01.08.2023;00:00;01:00;41.546,75;20.213;218,25
01.08.2023;01:00;02:00;39.990,25;18.985;473,25
01.08.2023;02:00;03:00;38.895,75;18.858;1.862,5
01.08.2023;03:00;04:00;38.810,5;18.980,5;1.148,75
01.08.2023;04:00;05:00;39.819,5;19.959;1.458
01.08.2023;05:00;06:00;42.666;22.160,5;1.071,75
01.08.2023;06:00;07:00;48.809,75;26.672,5;398,75
01.08.2023;07:00;08:00;53.634,25;30.178,25;12,75
01.08.2023;08:00;09:00;56.595;32.227,75;8
01.08.2023;09:00;10:00;58.292,75;31.261,75;123,5
01.08.2023;10:00;11:00;59.327,75;27.958,75;50,25
01.08.2023;11:00;12:00;60.970,25;24.336,25;711,25
01.08.2023;12:00;13:00;59.854;19.040,5;2.440,25
01.08.2023;13:00;14:00;58.379,25;14.346,5;3.608,5
01.08.2023;14:00;15:00;56.660;9.839,25;4.379
01.08.2023;15:00;16:00;55.900,5;8.303,25;4.953,75
01.08.2023;16:00;17:00;55.318,25;9.879,75;4.628,75
01.08.2023;17:00;18:00;55.311,75;13.456,75;3.477,25
01.08.2023;18:00;19:00;55.286,5;19.582;1.364
01.08.2023;19:00;20:00;54.026,5;26.431;217,75
01.08.2023;20:00;21:00;51.900,5;29.962,75;15,75
01.08.2023;21:00;22:00;50.560,75;29.137,75;89,75
01.08.2023;22:00;23:00;47.778,75;26.710,25;61
01.08.2023;23:00;00:00;44.592,25;23.103,25;220,25
02.08.2023;00:00;01:00;42.247,5;21.331,25;370,5
02.08.2023;01:00;02:00;40.771,5;20.729,25;684,75
02.08.2023;02:00;03:00;40.324,25;21.958,75;2.299
02.08.2023;03:00;04:00;40.133,75;22.846,5;2.866,25
02.08.2023;04:00;05:00;40.934,75;25.177,75;2.044,5
02.08.2023;05:00;06:00;43.509,25;28.639,5;385,25
02.08.2023;06:00;07:00;49.300;33.884,25;62
02.08.2023;07:00;08:00;53.822;36.937,5;18
02.08.2023;08:00;09:00;56.598,25;35.967,25;16
02.08.2023;09:00;10:00;58.149,75;33.529,75;141,5
02.08.2023;10:00;11:00;59.870,5;30.287,25;257,5
02.08.2023;11:00;12:00;61.310,25;27.212,5;442
02.08.2023;12:00;13:00;60.729,5;22.367,75;1.157,75
02.08.2023;13:00;14:00;60.426,25;19.247;2.757,5
02.08.2023;14:00;15:00;59.192;17.082,75;3.408,75
02.08.2023;15:00;16:00;58.695,5;17.164,75;3.131,75
02.08.2023;16:00;17:00;57.153,5;17.169,5;2.685,5
02.08.2023;17:00;18:00;56.297;19.354;1.437,25
02.08.2023;18:00;19:00;55.681,25;23.840,75;292,25
02.08.2023;19:00;20:00;55.008,5;25.783;10,5
02.08.2023;20:00;21:00;53.264,5;26.806;12,75
02.08.2023;21:00;22:00;50.977;25.037,25;15,75
02.08.2023;22:00;23:00;48.883;22.717,5;163,25
02.08.2023;23:00;00:00;45.535,75;18.726,75;403,75
